user_id,last_order_date,frequency,monetary,avg_basket,n_items_total,first_order_date,recency,customer_age_days,order_frequency_per_month,R_score,F_score,M_score,RFM_score,RFM_combined,segment
850,2024-02-14,15,625.29,41.686,121,2024-01-17,16,44,10.23,4,5,5,455,4.666666666666667,Champions
851,2024-02-12,11,484.75,44.06818181818182,91,2024-01-21,18,40,8.25,4,4,4,444,4.0,Champions
852,2023-09-26,1,27.12,27.12,3,2023-09-26,157,157,0.19,1,1,1,111,1.0,Lost Customers
853,2023-10-27,3,83.8,27.933333333333334,17,2023-09-08,126,175,0.51,1,2,2,122,1.6666666666666667,Lost Customers
854,2024-02-20,10,415.63,41.563,77,2024-01-18,10,43,6.98,5,4,4,544,4.333333333333333,Champions
855,2024-02-02,6,182.07,30.345,32,2023-12-19,28,73,2.47,3,3,3,333,3.0,Loyal Customers
856,2024-01-09,3,77.17,25.723333333333333,18,2023-12-30,52,62,1.45,2,2,2,222,2.0,Potential Loyalists
857,2023-11-16,3,67.42,22.473333333333333,16,2023-09-20,106,163,0.55,1,2,2,122,1.6666666666666667,Lost Customers
858,2024-01-27,7,223.94,31.99142857142857,42,2024-01-16,34,45,4.67,3,3,3,333,3.0,Loyal Customers
859,2024-01-29,3,103.03,34.343333333333334,17,2024-01-26,32,35,2.57,3,2,2,322,2.3333333333333335,Potential Loyalists
860,2024-01-04,2,58.3,29.15,10,2023-12-16,57,76,0.79,2,1,1,211,1.3333333333333333,Potential Loyalists
861,2023-12-12,2,52.05,26.025,8,2023-12-09,80,83,0.72,2,1,1,211,1.3333333333333333,Potential Loyalists
862,2023-12-17,2,71.88,35.94,13,2023-12-16,75,76,0.79,2,1,2,212,1.6666666666666667,Potential Loyalists
863,2024-01-29,5,149.94,29.988,21,2024-01-03,32,58,2.59,3,3,3,333,3.0,Loyal Customers
864,2024-02-26,19,1115.33,58.70157894736842,210,2024-01-17,4,44,12.95,5,5,5,555,5.0,Champions
865,2023-11-06,2,74.28,37.14,10,2023-10-07,116,146,0.41,1,1,2,112,1.3333333333333333,Lost Customers
866,2023-09-12,3,59.05,19.683333333333334,10,2023-07-14,171,231,0.39,1,2,1,121,1.3333333333333333,Lost Customers
867,2023-12-17,4,105.1,26.275,20,2023-11-10,75,112,1.07,2,2,2,222,2.0,Potential Loyalists
868,2024-02-17,10,648.59,64.85900000000001,119,2024-01-28,13,33,9.09,5,4,5,545,4.666666666666667,Champions
869,2024-02-03,8,314.17,39.27125,59,2024-01-24,27,37,6.49,4,4,4,444,4.0,Champions
870,2024-01-02,5,186.06,37.212,37,2023-12-02,59,90,1.67,2,3,3,233,2.6666666666666665,Loyal Customers
871,2024-02-29,18,1067.78,59.32111111111111,198,2024-01-05,1,56,9.64,5,5,5,555,5.0,Champions
872,2023-09-26,2,38.19,19.095,6,2023-08-27,157,187,0.32,1,1,1,111,1.0,Lost Customers
873,2024-01-25,6,202.25,33.708333333333336,35,2023-12-28,36,64,2.81,3,3,3,333,3.0,Loyal Customers
874,2023-12-07,5,132.51,26.502,27,2023-11-08,85,114,1.32,2,3,2,232,2.3333333333333335,At Risk
875,2023-10-13,3,74.9,24.96666666666667,15,2023-09-03,140,180,0.5,1,2,2,122,1.6666666666666667,Lost Customers
876,2024-01-16,1,22.34,22.34,1,2024-01-16,45,45,0.67,3,1,1,311,1.6666666666666667,Potential Loyalists
877,2024-01-29,13,525.25,40.40384615384615,103,2024-01-05,32,56,6.96,3,5,4,354,4.0,Loyal Customers
878,2024-01-17,6,177.82999999999998,29.638333333333332,34,2023-12-07,44,85,2.12,3,3,3,333,3.0,Loyal Customers
879,2024-01-28,6,164.79,27.465,36,2023-12-03,33,89,2.02,3,3,3,333,3.0,Loyal Customers
880,2024-01-25,7,226.76,32.394285714285715,42,2023-11-26,36,96,2.19,3,3,3,333,3.0,Loyal Customers
881,2024-02-02,8,260.18,32.5225,53,2023-12-23,28,69,3.48,3,4,4,344,3.6666666666666665,Loyal Customers
882,2023-10-15,1,18.52,18.52,2,2023-10-15,138,138,0.22,1,1,1,111,1.0,Lost Customers
883,2024-01-27,6,185.7,30.95,36,2023-12-18,34,74,2.43,3,3,3,333,3.0,Loyal Customers
884,2024-02-02,11,419.53,38.1390909090909,69,2024-01-04,28,57,5.79,3,4,4,344,3.6666666666666665,Loyal Customers
885,2024-01-12,6,194.07,32.345,39,2023-12-05,49,87,2.07,3,3,3,333,3.0,Loyal Customers
886,2024-01-26,7,221.64,31.662857142857142,49,2024-01-02,35,59,3.56,3,3,3,333,3.0,Loyal Customers
887,2024-02-08,12,488.5,40.708333333333336,89,2024-01-15,22,46,7.83,4,4,4,444,4.0,Champions
888,2024-01-31,13,559.14,43.01076923076923,115,2023-12-27,30,65,6.0,3,5,5,355,4.333333333333333,Loyal Customers
889,2023-12-09,5,149.43,29.886000000000003,27,2023-10-18,83,135,1.11,2,3,3,233,2.6666666666666665,Loyal Customers
890,2024-01-24,8,315.73,39.46625,63,2024-01-09,37,52,4.62,3,4,4,344,3.6666666666666665,Loyal Customers
891,2023-11-14,2,34.379999999999995,17.189999999999998,10,2023-10-15,108,138,0.43,1,1,1,111,1.0,Lost Customers
892,2024-02-20,10,475.74,47.574,95,2024-02-01,10,29,10.34,5,4,4,544,4.333333333333333,Champions
893,2024-02-14,20,1130.01,56.5005,199,2023-12-27,16,65,9.23,4,5,5,455,4.666666666666667,Champions
894,2023-12-18,6,148.67,24.778333333333332,29,2023-10-31,74,122,1.48,2,3,3,233,2.6666666666666665,Loyal Customers
895,2023-09-23,1,19.32,19.32,3,2023-09-23,160,160,0.19,1,1,1,111,1.0,Lost Customers
896,2024-02-16,6,294.78000000000003,49.13,65,2024-01-30,14,31,5.81,4,3,4,434,3.6666666666666665,Loyal Customers
897,2024-01-20,7,301.41,43.05857142857143,57,2023-12-23,41,69,3.04,3,3,4,334,3.3333333333333335,Loyal Customers
898,2024-02-12,9,428.14,47.57111111111111,72,2024-01-19,18,42,6.43,4,4,4,444,4.0,Champions
899,2024-01-18,6,202.82,33.803333333333335,38,2023-12-15,43,77,2.34,3,3,3,333,3.0,Loyal Customers
900,2024-02-08,7,183.43,26.204285714285714,28,2024-01-02,22,59,3.56,4,3,3,433,3.3333333333333335,Loyal Customers
901,2024-01-24,11,552.01,50.18272727272727,106,2024-01-02,37,59,5.59,3,4,5,345,4.0,Loyal Customers
902,2024-02-29,23,1287.24,55.96695652173913,233,2024-01-02,1,59,11.69,5,5,5,555,5.0,Champions
903,2024-02-26,9,323.43,35.93666666666667,56,2024-01-26,4,35,7.71,5,4,4,544,4.333333333333333,Champions
904,2023-11-19,2,31.32,15.66,6,2023-10-20,103,133,0.45,1,1,1,111,1.0,Lost Customers
905,2023-11-22,6,147.56,24.593333333333334,28,2023-09-01,100,182,0.99,1,3,3,133,2.3333333333333335,Loyal Customers
906,2024-02-08,5,147.42000000000002,29.484,36,2023-12-28,22,64,2.34,4,3,3,433,3.3333333333333335,Loyal Customers
907,2024-02-17,18,1104.72,61.373333333333335,202,2024-01-08,13,53,10.19,5,5,5,555,5.0,Champions
908,2024-02-10,12,497.94,41.495,86,2024-01-15,20,46,7.83,4,4,4,444,4.0,Champions
909,2024-02-08,11,495.71,45.06454545454545,97,2024-01-14,22,47,7.02,4,4,4,444,4.0,Champions
910,2023-11-30,4,96.45,24.1125,16,2023-11-04,92,118,1.02,1,2,2,122,1.6666666666666667,Lost Customers
911,2023-12-22,1,13.85,13.85,4,2023-12-22,70,70,0.43,2,1,1,211,1.3333333333333333,Potential Loyalists
912,2023-09-25,1,17.61,17.61,4,2023-09-25,158,158,0.19,1,1,1,111,1.0,Lost Customers
913,2023-11-24,2,39.55,19.775,6,2023-11-15,98,107,0.56,1,1,1,111,1.0,Lost Customers
914,2023-09-24,1,52.04,52.04,12,2023-09-24,159,159,0.19,1,1,1,111,1.0,Lost Customers
915,2023-12-01,1,38.84,38.84,6,2023-12-01,91,91,0.33,1,1,1,111,1.0,Lost Customers
916,2024-02-20,15,843.48,56.232,175,2023-12-30,10,62,7.26,5,5,5,555,5.0,Champions
917,2024-01-29,9,415.99,46.221111111111114,67,2024-01-13,32,48,5.62,3,4,4,344,3.6666666666666665,Loyal Customers
918,2024-02-16,18,797.81,44.32277777777777,151,2024-01-15,14,46,11.74,4,5,5,455,4.666666666666667,Champions
919,2024-02-15,5,163.44,32.688,27,2024-01-30,15,31,4.84,4,3,3,433,3.3333333333333335,Loyal Customers
920,2024-02-25,25,1437.57,57.5028,259,2023-12-29,5,63,11.9,5,5,5,555,5.0,Champions
921,2023-12-26,2,37.98,18.99,5,2023-12-01,66,91,0.66,2,1,1,211,1.3333333333333333,Potential Loyalists
922,2024-01-21,7,204.69,29.24142857142857,34,2023-12-24,40,68,3.09,3,3,3,333,3.0,Loyal Customers
923,2024-01-24,4,135.82,33.955,17,2024-01-04,37,57,2.11,3,2,2,322,2.3333333333333335,Potential Loyalists
924,2024-02-02,13,516.54,39.73384615384615,91,2023-12-30,28,62,6.29,3,5,4,354,4.0,Loyal Customers
925,2024-02-09,7,341.34000000000003,48.76285714285715,64,2024-01-29,21,32,6.56,4,3,4,434,3.6666666666666665,Loyal Customers
926,2024-02-04,15,755.22,50.348,137,2023-12-17,26,75,6.0,4,5,5,455,4.666666666666667,Champions
927,2023-08-30,1,15.01,15.01,2,2023-08-30,184,184,0.16,1,1,1,111,1.0,Lost Customers
928,2024-01-30,5,160.11,32.022000000000006,37,2024-01-06,31,55,2.73,3,3,3,333,3.0,Loyal Customers
929,2023-11-29,5,122.87,24.574,26,2023-10-10,93,143,1.05,1,3,2,132,2.0,At Risk
930,2024-02-20,14,597.67,42.690714285714286,115,2024-01-17,10,44,9.55,5,5,5,555,5.0,Champions
931,2024-01-21,5,178.66,35.732,25,2023-12-29,40,63,2.38,3,3,3,333,3.0,Loyal Customers
932,2024-02-11,5,162.38,32.476,34,2024-01-07,19,54,2.78,4,3,3,433,3.3333333333333335,Loyal Customers
933,2023-11-20,6,140.36,23.393333333333334,27,2023-09-12,102,171,1.05,1,3,2,132,2.0,At Risk
934,2023-12-26,3,87.75,29.25,18,2023-12-05,66,87,1.03,2,2,2,222,2.0,Potential Loyalists
935,2024-02-25,4,132.64,33.16,22,2024-02-10,5,20,6.0,5,2,2,522,3.0,Potential Loyalists
936,2023-10-06,1,20.57,20.57,4,2023-10-06,147,147,0.2,1,1,1,111,1.0,Lost Customers
937,2024-02-15,12,463.9,38.65833333333333,79,2024-01-12,15,49,7.35,4,4,4,444,4.0,Champions
938,2023-11-11,2,55.21,27.605,5,2023-10-23,111,130,0.46,1,1,1,111,1.0,Lost Customers
939,2024-02-24,22,1274.1299999999999,57.91499999999999,253,2023-12-19,6,73,9.04,5,5,5,555,5.0,Champions
940,2024-02-14,13,537.65,41.357692307692304,111,2024-01-18,16,43,9.07,4,5,4,454,4.333333333333333,Champions
941,2023-11-10,4,141.89999999999998,35.474999999999994,19,2023-10-17,112,136,0.88,1,2,2,122,1.6666666666666667,Lost Customers
942,2024-02-19,9,329.71,36.63444444444444,61,2024-02-05,11,25,10.8,5,4,4,544,4.333333333333333,Champions
943,2024-01-13,4,117.9,29.475,20,2023-11-27,48,95,1.26,3,2,2,322,2.3333333333333335,Potential Loyalists
944,2024-01-11,10,304.97,30.497000000000003,55,2023-11-22,50,100,3.0,2,4,4,244,3.3333333333333335,Loyal Customers
945,2024-02-29,16,721.94,45.12125,144,2024-01-04,1,57,8.42,5,5,5,555,5.0,Champions
946,2023-12-15,5,136.15,27.23,31,2023-10-11,77,142,1.06,2,3,2,232,2.3333333333333335,At Risk
947,2023-09-29,1,26.43,26.43,6,2023-09-29,154,154,0.19,1,1,1,111,1.0,Lost Customers
948,2023-09-17,1,16.94,16.94,1,2023-09-17,166,166,0.18,1,1,1,111,1.0,Lost Customers
949,2024-02-06,10,375.68,37.568,69,2024-01-09,24,52,5.77,4,4,4,444,4.0,Champions
950,2024-01-18,3,85.35,28.45,17,2023-12-24,43,68,1.32,3,2,2,322,2.3333333333333335,Potential Loyalists
951,2024-02-10,7,266.54,38.07714285714286,49,2024-02-03,20,27,7.78,4,3,4,434,3.6666666666666665,Loyal Customers
952,2024-02-13,10,394.2,39.42,77,2024-01-21,17,40,7.5,4,4,4,444,4.0,Champions
953,2024-02-16,13,550.51,42.346923076923076,111,2024-01-24,14,37,10.54,4,5,5,455,4.666666666666667,Champions
954,2023-09-23,2,60.879999999999995,30.439999999999998,18,2023-09-03,160,180,0.33,1,1,1,111,1.0,Lost Customers
955,2023-10-20,1,23.06,23.06,3,2023-10-20,133,133,0.23,1,1,1,111,1.0,Lost Customers
956,2024-01-03,1,39.14,39.14,8,2024-01-03,58,58,0.52,2,1,1,211,1.3333333333333333,Potential Loyalists
957,2024-02-08,2,86.67,43.335,11,2024-01-16,22,45,1.33,4,1,2,412,2.3333333333333335,Potential Loyalists
958,2024-01-27,6,203.61,33.935,32,2023-12-09,34,83,2.17,3,3,3,333,3.0,Loyal Customers
959,2024-02-29,3,119.09,39.696666666666665,22,2024-02-11,1,19,4.74,5,2,2,522,3.0,Potential Loyalists
960,2024-02-23,10,328.99,32.899,49,2024-01-22,7,39,7.69,5,4,4,544,4.333333333333333,Champions
961,2024-01-22,7,243.14999999999998,34.73571428571428,47,2024-01-05,39,56,3.75,3,3,4,334,3.3333333333333335,Loyal Customers
962,2024-02-07,11,420.24,38.20363636363636,75,2024-01-08,23,53,6.23,4,4,4,444,4.0,Champions
963,2024-02-18,10,433.71,43.370999999999995,91,2024-01-15,12,46,6.52,5,4,4,544,4.333333333333333,Champions
964,2023-11-19,2,56.230000000000004,28.115000000000002,9,2023-10-20,103,133,0.45,1,1,1,111,1.0,Lost Customers
965,2024-01-20,8,262.71,32.83875,47,2023-12-26,41,66,3.64,3,4,4,344,3.6666666666666665,Loyal Customers
966,2023-10-09,1,26.41,26.41,1,2023-10-09,144,144,0.21,1,1,1,111,1.0,Lost Customers
967,2024-02-16,8,353.49,44.18625,75,2024-01-30,14,31,7.74,4,4,4,444,4.0,Champions
968,2024-02-03,5,151.22,30.244,31,2024-01-19,27,42,3.57,4,3,3,433,3.3333333333333335,Loyal Customers
969,2024-02-26,5,191.89,38.378,35,2024-02-18,4,12,12.5,5,3,3,533,3.6666666666666665,Loyal Customers
970,2024-02-11,8,378.51,47.31375,58,2024-01-16,19,45,5.33,4,4,4,444,4.0,Champions
971,2024-02-29,27,1491.43,55.23814814814815,280,2023-12-20,1,72,11.25,5,5,5,555,5.0,Champions
972,2024-02-21,19,1177.72,61.985263157894735,239,2024-01-11,9,50,11.4,5,5,5,555,5.0,Champions
973,2023-10-10,2,34.0,17.0,6,2023-09-10,143,173,0.35,1,1,1,111,1.0,Lost Customers
974,2024-02-21,14,594.29,42.449285714285715,122,2024-01-16,9,45,9.33,5,5,5,555,5.0,Champions
975,2024-01-03,5,133.41,26.682,16,2023-12-05,58,87,1.72,2,3,2,232,2.3333333333333335,At Risk
976,2024-02-17,4,143.7,35.925,31,2024-01-26,13,35,3.43,5,2,3,523,3.3333333333333335,Potential Loyalists
977,2024-01-29,5,172.60999999999999,34.522,40,2024-01-07,32,54,2.78,3,3,3,333,3.0,Loyal Customers
978,2024-01-29,1,22.83,22.83,6,2024-01-29,32,32,0.94,3,1,1,311,1.6666666666666667,Potential Loyalists
979,2024-02-19,16,683.41,42.713125,122,2024-01-05,11,56,8.57,5,5,5,555,5.0,Champions
980,2023-10-21,2,31.78,15.89,7,2023-09-21,132,162,0.37,1,1,1,111,1.0,Lost Customers
981,2023-12-16,2,70.89,35.445,9,2023-11-23,76,99,0.61,2,1,2,212,1.6666666666666667,Potential Loyalists
982,2023-12-02,5,129.36,25.872000000000003,21,2023-10-30,90,123,1.22,1,3,2,132,2.0,At Risk
983,2024-01-24,3,91.39,30.463333333333335,17,2023-12-26,37,66,1.36,3,2,2,322,2.3333333333333335,Potential Loyalists
984,2024-02-02,13,576.0,44.30769230769231,114,2024-01-08,28,53,7.36,3,5,5,355,4.333333333333333,Loyal Customers
985,2023-10-01,3,61.79,20.596666666666668,13,2023-08-02,152,212,0.42,1,2,1,121,1.3333333333333333,Lost Customers
986,2024-01-29,9,301.01,33.44555555555556,56,2024-01-08,32,53,5.09,3,4,4,344,3.6666666666666665,Loyal Customers
987,2024-02-26,24,1473.07,61.377916666666664,290,2024-01-06,4,55,13.09,5,5,5,555,5.0,Champions
988,2024-01-10,6,178.94,29.823333333333334,39,2023-12-29,51,63,2.86,2,3,3,233,2.6666666666666665,Loyal Customers
989,2024-01-01,5,166.37,33.274,27,2023-11-02,60,120,1.25,2,3,3,233,2.6666666666666665,Loyal Customers
990,2024-01-05,3,102.56,34.18666666666667,22,2023-12-01,56,91,0.99,2,2,2,222,2.0,Potential Loyalists
991,2023-12-14,3,90.61,30.203333333333333,19,2023-11-04,78,118,0.76,2,2,2,222,2.0,Potential Loyalists
992,2024-01-13,5,153.72,30.744,28,2023-11-24,48,98,1.53,3,3,3,333,3.0,Loyal Customers
993,2024-02-09,12,480.5,40.041666666666664,92,2024-01-04,21,57,6.32,4,4,4,444,4.0,Champions
994,2023-10-16,3,80.13,26.709999999999997,13,2023-09-15,137,168,0.54,1,2,2,122,1.6666666666666667,Lost Customers
995,2024-01-31,4,152.73000000000002,38.182500000000005,31,2024-01-08,30,53,2.26,3,2,3,323,2.6666666666666665,Potential Loyalists
996,2024-01-04,2,60.18000000000001,30.090000000000003,12,2023-12-31,57,61,0.98,2,1,1,211,1.3333333333333333,Potential Loyalists
997,2024-02-25,24,1399.63,58.31791666666667,262,2023-12-26,5,66,10.91,5,5,5,555,5.0,Champions
998,2023-09-12,2,34.239999999999995,17.119999999999997,11,2023-08-17,171,197,0.3,1,1,1,111,1.0,Lost Customers
999,2024-02-10,8,314.59000000000003,39.323750000000004,62,2024-01-25,20,36,6.67,4,4,4,444,4.0,Champions
1000,2024-02-20,24,1370.81,57.11708333333333,249,2023-12-10,10,82,8.78,5,5,5,555,5.0,Champions
1001,2024-02-19,9,265.73,29.525555555555556,46,2024-01-23,11,38,7.11,5,4,4,544,4.333333333333333,Champions
1002,2024-02-03,16,745.59,46.599375,128,2023-12-25,27,67,7.16,4,5,5,455,4.666666666666667,Champions
1003,2024-02-28,13,579.17,44.551538461538456,117,2024-01-24,2,37,10.54,5,5,5,555,5.0,Champions
1004,2023-11-26,6,199.72,33.28666666666667,38,2023-10-01,96,152,1.18,1,3,3,133,2.3333333333333335,Loyal Customers
1005,2024-01-23,7,241.75,34.535714285714285,45,2023-12-20,38,72,2.92,3,3,4,334,3.3333333333333335,Loyal Customers
1006,2023-10-02,2,31.44,15.72,6,2023-10-01,151,152,0.39,1,1,1,111,1.0,Lost Customers
1007,2024-02-06,9,408.75,45.416666666666664,71,2024-01-14,24,47,5.74,4,4,4,444,4.0,Champions
1008,2023-11-28,3,70.32,23.439999999999998,19,2023-10-21,94,132,0.68,1,2,2,122,1.6666666666666667,Lost Customers
1009,2023-12-31,3,65.25,21.75,7,2023-12-16,61,76,1.18,2,2,2,222,2.0,Potential Loyalists
1010,2024-01-03,3,85.66,28.55333333333333,21,2023-11-15,58,107,0.84,2,2,2,222,2.0,Potential Loyalists
1011,2024-01-31,7,250.61,35.80142857142857,50,2023-12-31,30,61,3.44,3,3,4,334,3.3333333333333335,Loyal Customers
1012,2024-01-22,3,80.25,26.75,12,2024-01-20,39,41,2.2,3,2,2,322,2.3333333333333335,Potential Loyalists
1013,2023-09-08,1,18.05,18.05,7,2023-09-08,175,175,0.17,1,1,1,111,1.0,Lost Customers
1014,2024-01-24,7,240.86,34.40857142857143,43,2023-12-07,37,85,2.47,3,3,4,334,3.3333333333333335,Loyal Customers
1015,2024-02-20,11,492.3,44.75454545454546,92,2024-01-18,10,43,7.67,5,4,4,544,4.333333333333333,Champions
1016,2023-12-14,2,42.35,21.175,4,2023-11-14,78,108,0.56,2,1,1,211,1.3333333333333333,Potential Loyalists
1017,2023-11-30,5,159.79,31.958,25,2023-11-12,92,110,1.36,1,3,3,133,2.3333333333333335,Loyal Customers
1018,2024-02-23,9,466.9,51.87777777777777,92,2024-01-15,7,46,5.87,5,4,4,544,4.333333333333333,Champions
1019,2024-02-26,5,144.89,28.977999999999998,25,2024-01-31,4,30,5.0,5,3,3,533,3.6666666666666665,Loyal Customers
1020,2023-11-18,1,24.51,24.51,6,2023-11-18,104,104,0.29,1,1,1,111,1.0,Lost Customers
1021,2023-12-06,1,22.91,22.91,5,2023-12-06,86,86,0.35,2,1,1,211,1.3333333333333333,Potential Loyalists
1022,2023-10-13,2,23.97,11.985,3,2023-09-13,140,170,0.35,1,1,1,111,1.0,Lost Customers
1023,2024-01-30,3,101.78,33.92666666666667,21,2024-01-23,31,38,2.37,3,2,2,322,2.3333333333333335,Potential Loyalists
1024,2024-01-07,2,32.49,16.245,8,2023-12-14,54,78,0.77,2,1,1,211,1.3333333333333333,Potential Loyalists
1025,2024-02-10,7,326.76,46.68,71,2024-02-02,20,28,7.5,4,3,4,434,3.6666666666666665,Loyal Customers
1026,2023-10-27,3,84.33,28.11,13,2023-09-16,126,167,0.54,1,2,2,122,1.6666666666666667,Lost Customers
1027,2024-01-17,5,188.39,37.678,35,2023-12-21,44,71,2.11,3,3,3,333,3.0,Loyal Customers
1028,2023-12-29,4,133.06,33.265,24,2023-10-10,63,143,0.84,2,2,2,222,2.0,Potential Loyalists
1029,2023-12-25,5,158.29,31.657999999999998,30,2023-12-04,67,88,1.7,2,3,3,233,2.6666666666666665,Loyal Customers
1030,2024-01-19,3,93.84,31.28,13,2024-01-02,42,59,1.53,3,2,2,322,2.3333333333333335,Potential Loyalists
1031,2023-12-21,5,169.17,33.833999999999996,33,2023-10-15,71,138,1.09,2,3,3,233,2.6666666666666665,Loyal Customers
1032,2024-02-07,6,191.39000000000001,31.898333333333337,25,2024-01-28,23,33,5.45,4,3,3,433,3.3333333333333335,Loyal Customers
1033,2023-10-15,1,25.41,25.41,1,2023-10-15,138,138,0.22,1,1,1,111,1.0,Lost Customers
1034,2023-12-21,6,213.59,35.598333333333336,32,2023-10-22,71,131,1.37,2,3,3,233,2.6666666666666665,Loyal Customers
1035,2023-11-29,2,74.01,37.005,14,2023-11-20,93,102,0.59,1,1,2,112,1.3333333333333333,Lost Customers
1036,2024-02-17,3,82.57,27.52333333333333,16,2024-01-25,13,36,2.5,5,2,2,522,3.0,Potential Loyalists
1037,2024-02-20,4,140.62,35.155,25,2024-02-02,10,28,4.29,5,2,2,522,3.0,Potential Loyalists
1038,2024-02-21,4,134.25,33.5625,26,2024-01-31,9,30,4.0,5,2,2,522,3.0,Potential Loyalists
1039,2024-02-07,11,442.71000000000004,40.24636363636364,83,2024-01-13,23,48,6.88,4,4,4,444,4.0,Champions
1040,2024-02-27,17,926.4399999999999,54.49647058823529,172,2024-01-10,3,51,10.0,5,5,5,555,5.0,Champions
1041,2023-12-28,6,173.76999999999998,28.961666666666662,31,2023-10-21,64,132,1.36,2,3,3,233,2.6666666666666665,Loyal Customers
1042,2023-12-17,1,17.09,17.09,6,2023-12-17,75,75,0.4,2,1,1,211,1.3333333333333333,Potential Loyalists
1043,2024-01-02,2,59.05,29.525,9,2023-12-19,59,73,0.82,2,1,1,211,1.3333333333333333,Potential Loyalists
1044,2024-02-24,8,495.78,61.9725,96,2024-02-08,6,22,10.91,5,4,4,544,4.333333333333333,Champions
1045,2024-02-15,4,143.47,35.8675,27,2024-02-06,15,24,5.0,4,2,3,423,3.0,Potential Loyalists
1046,2024-02-29,9,404.86,44.98444444444445,69,2024-02-12,1,18,15.0,5,4,4,544,4.333333333333333,Champions
1047,2024-01-04,5,165.01,33.001999999999995,30,2023-11-18,57,104,1.44,2,3,3,233,2.6666666666666665,Loyal Customers
1048,2023-08-27,2,44.22,22.11,9,2023-07-31,187,214,0.28,1,1,1,111,1.0,Lost Customers
1049,2024-02-17,16,714.9300000000001,44.683125000000004,132,2024-01-01,13,60,8.0,5,5,5,555,5.0,Champions
1050,2023-12-18,7,181.4,25.914285714285715,26,2023-09-19,74,164,1.28,2,3,3,233,2.6666666666666665,Loyal Customers
1051,2024-02-28,15,652.5,43.5,127,2024-01-17,2,44,10.23,5,5,5,555,5.0,Champions
1052,2024-02-24,9,388.8,43.2,65,2024-01-27,6,34,7.94,5,4,4,544,4.333333333333333,Champions
1053,2024-02-15,15,594.71,39.647333333333336,127,2023-12-31,15,61,7.38,4,5,5,455,4.666666666666667,Champions
1054,2024-02-05,12,486.69,40.5575,83,2024-01-13,25,48,7.5,4,4,4,444,4.0,Champions
1055,2023-12-14,5,137.14,27.427999999999997,30,2023-10-14,78,139,1.08,2,3,2,232,2.3333333333333335,At Risk
1056,2023-10-02,1,15.55,15.55,1,2023-10-02,151,151,0.2,1,1,1,111,1.0,Lost Customers
1057,2024-02-23,9,356.52,39.61333333333333,79,2024-02-10,7,20,13.5,5,4,4,544,4.333333333333333,Champions
1058,2024-02-04,4,135.42000000000002,33.855000000000004,24,2024-01-03,26,58,2.07,4,2,2,422,2.6666666666666665,Potential Loyalists
1059,2023-12-26,5,150.05,30.01,28,2023-11-06,66,116,1.29,2,3,3,233,2.6666666666666665,Loyal Customers
1060,2023-09-15,1,20.32,20.32,5,2023-09-15,168,168,0.18,1,1,1,111,1.0,Lost Customers
1061,2024-02-06,3,108.34,36.11333333333334,15,2024-02-03,24,27,3.33,4,2,2,422,2.6666666666666665,Potential Loyalists
1062,2024-02-05,11,427.95,38.904545454545456,81,2024-01-16,25,45,7.33,4,4,4,444,4.0,Champions
1063,2024-01-25,3,103.44,34.48,17,2024-01-10,36,51,1.76,3,2,2,322,2.3333333333333335,Potential Loyalists
1064,2024-02-15,13,619.41,47.64692307692307,108,2024-01-02,15,59,6.61,4,5,5,455,4.666666666666667,Champions
1065,2023-10-22,1,18.66,18.66,4,2023-10-22,131,131,0.23,1,1,1,111,1.0,Lost Customers
1066,2024-01-25,2,55.28,27.64,14,2024-01-16,36,45,1.33,3,1,1,311,1.6666666666666667,Potential Loyalists
1067,2023-12-30,2,54.489999999999995,27.244999999999997,9,2023-11-30,62,92,0.65,2,1,1,211,1.3333333333333333,Potential Loyalists
1068,2024-02-21,25,1519.1,60.763999999999996,302,2024-01-03,9,58,12.93,5,5,5,555,5.0,Champions
1069,2024-01-09,3,114.71000000000001,38.23666666666667,18,2023-12-23,52,69,1.3,2,2,2,222,2.0,Potential Loyalists
1070,2023-10-20,1,50.07,50.07,10,2023-10-20,133,133,0.23,1,1,1,111,1.0,Lost Customers
1071,2024-02-03,10,320.81,32.081,60,2024-01-02,27,59,5.08,4,4,4,444,4.0,Champions
1072,2024-02-20,6,226.7,37.78333333333333,46,2024-01-14,10,47,3.83,5,3,3,533,3.6666666666666665,Loyal Customers
1073,2023-09-30,1,13.47,13.47,3,2023-09-30,153,153,0.2,1,1,1,111,1.0,Lost Customers
1074,2023-09-11,3,71.69,23.896666666666665,11,2023-07-13,172,232,0.39,1,2,2,122,1.6666666666666667,Lost Customers
1075,2024-02-19,15,626.15,41.74333333333333,115,2024-01-20,11,41,10.98,5,5,5,555,5.0,Champions
1076,2024-02-19,5,127.81,25.562,20,2024-01-15,11,46,3.26,5,3,2,532,3.3333333333333335,Potential Loyalists
1077,2024-02-12,7,230.77,32.96714285714286,48,2024-01-19,18,42,5.0,4,3,3,433,3.3333333333333335,Loyal Customers
1078,2023-12-14,4,109.17,27.2925,18,2023-11-19,78,103,1.17,2,2,2,222,2.0,Potential Loyalists
1079,2024-02-16,9,380.78999999999996,42.309999999999995,75,2024-01-15,14,46,5.87,4,4,4,444,4.0,Champions
1080,2024-02-29,6,232.60000000000002,38.76666666666667,34,2024-02-10,1,20,9.0,5,3,3,533,3.6666666666666665,Loyal Customers
